岗位名词,岗位类别,招聘人数,经验要求,学历要求,平均月薪（万）,薪资下限（万/月）,薪资上限（万/月）,岗位描述,城市,区,招聘单位,单位类别,企业规模,所属行业,备注一,备注二
ESG咨询实习生-广州,实习,1,1年以下,本科,0.297,0.264,0.33,"职位描述实习证明ESG可持续发展低碳岗位职责：  - ESG项目咨询：包括数据处理与整合，案头研究，材料整理与校对等；  - ESG研究：支持团队的ESG研究工作，包括收集资料、分析数据、内容撰写等； - 支持团队负责人布置的其他事务性工作。  
  
  岗位要求：  - 本科或研究生在读，专业不限，熟悉ESG/低碳议题优先；  - 每周出勤3天及以上，持续至少3个月以上，须线下；  - 熟练使用Word & Excel & PowerPoint；  - 较强的英文读写能力；  - 耐心细致、具备良好的沟通、逻辑分析与抗压能力。",广州,天河,北京商道纵横信息科技有限责任公司,股份制企业,100-299人,咨询服务,ESG,可持续发展
esg咨询(500强制造业-海外-英语),全职,1,1-3年,本科,2.5,2,3,"职位描述ESG可持续发展咨询服务专业技术服务1、ESG主任-无管理职能：税后26w左右，1年半工作经验即可
2、ESG主任-有管理职能：税后35w,3年以上工作经验
1． 岗位描述：
(1) 在ESG与可持续发展委员会领导下，与ESG团队共同推动落实ESG战略目标及重大决策。
(2) 协助部门领导，推进ESG可持续发展体系建设，建立健全制度化、规范化、科学化的ESG管理体系、管理程序及管理流程，针对重点领域制定专项ESG管理规定。
(3) 策划ESG议题实践活动，对接第三方评级机构或咨询公司开展ESG相关议题的对外合作项目，对内给予ESG团队成员提供专业咨询、培训和指导支持。
(4) 结合ESG国际评价标准，对标第三方国际评级机构要求，持续关注法律法规变化情况和内部环境的变化，对ESG合规管理体系的有效性进行分析及可能出现的风险问题提出预警，制定整改计划，采取应对措施和跟踪整改措施落实情况，不断提升ESG绩效水平。
(5) 负责基金会的日常管理工作，推进园区基金会制度化、流程化、体系化建设。
(6) 负责年度公益项目的规划、组织、实施、评估等项目管理和运营。
(7) 负责相关大型公益项目活动方案或各类活动设计与实施相关工作。
(8) 对标先进公益基金会实践，促成与国际机构、非政府组织等专业机构合作公益项目。
(9) 上级领导安排的其他临时事项。
2． 任职资格：
(1) 管理类、环境工程类、法律类相关专业，本科及以上学历，具备相关ESG职业证书。
(2) 2年以上大中型制造企业ESG可持续发展相关领域建设或公益基金会相关管理工作经验，有ESG咨询公司从业经验者或基金会秘书长经验优先。
(3) 逻辑严谨，条理清晰，具备良好的分析解决问题能力、团队合作精神和职业操守。
(4) 具有良好的表达和写作能力，具有英文报告写作经验优先，英语或印尼语可作为工作语言尤佳。",深圳,南山,南方新华,其它,100-299人,人力资源服务,ESG,可持续发展
ESG企业可持续发展报告编写师,全职,10,1年以下,学历不限,2.1,1.4,2.8,"职位描述普通话企业服务岗位职责：
1、负责识别企业发展和评价利益相关方的方法
2、负责企业可持续发展界定报告内容编写及披露报告内容
3、负责企业可持续发展报告编写的收集、分析、维护、以及数据的更新；
4、负责总结企业可持续发展报告编写的结果与公众沟通
5、负责应用企业可持续发展的框架，指导可持续发展管理流程与绩效的改进。
任职要求：
1． 熟悉GRI可持续发展报告指南及其应用
2．熟悉《可持续发展报告指南》，《指标规章》，《技术规章》和《行业补充指引》，有GRI企业可持续发展报告编写的工作经验
3． 较好的计算机应用技术，可熟练使用各类办公软件；具备良好的文字组织能力，能够独立编制文件、起草各类文稿和总结报告等；
5． 具备良好的沟通能力、组织协调能力及团队合作精神，擅于在跨部门（或多功能）环境下工作；
6． 工作细致、思维敏捷、条理清晰，时间观念强； 对工作有强烈的责任心，能承受一定的工作压力；
7． 具有良好的学习能力，愿意承担超出本职范围的工作。
8. 有良好的英语听说读写能力。
  
 
职位福利：无试用期、弹性工作",深圳,龙岗,深圳市肯达信企业管理顾问有限公司,民营,100-299人,咨询服务,普通话,
ESG咨询顾问,全职,1,1-3年,本科,1,0.8,1.2,"职位描述ESGCSR可持续发展咨询服务      岗位职责         1. 报告编制：统筹、参与ESG/CSR/可持续发展报告的编制，帮助客户提升信披质量。    
2. 战略/规划：参与ESG/CSR/零碳等方面的战略规划、指标体系与管理流程搭建、利益相关方沟通、TCFD分析等工作。    
3. 评级提升：参与MSCI、CDP、DJSI等ESG评级咨询工作，包括但不限于同业研究、评级诊断、数据分析、提升建议等。    
4. 研究支持：根据项目需求，搜集资料、实地调研、分析数据，对于相关议题和工作的咨询提供洞察分析。    
5. 日常沟通与管理：参与客户日常项目管理，确保项目按照预期目标开展。    
6. 其他：完成客户委托的其他各项工作。         
       岗位要求         1. 环境、金融与经济学、文学等相关专业本科及以上学历，或在环境、碳领域有相关经历。    
2. 两年以上ESG/CSR领域工作经验，或咨询公司相关岗位的工作经验。 助理咨询顾问可招收应届生，拥有相关实习经验为佳。   
3. 出色的学习能力、逻辑分析能力和文字表达能力，较强的中英文写作能力与表达能力。    
4. 良好的团队沟通与合作能力，工作严谨、细致，能适应多任务并行。   
5. 出色的OFFICE应用技能。",广州,天河,北京商道纵横信息科技有限责任公司,股份制企业,100-299人,咨询服务,ESG,CSR
品质体系工程师,全职,1,3-5年,大专,1.15,1,1.3,"职位描述汽车行业质量管理体系16949汽车零配件可持续发展新能源汽车汽车零部件1、负责公司各项体系的维护和推进工作,包括流程文件梳理；
2、主导建立、实施和维持可持续发展管理体系、能源管理体系以及碳中和管理体系；
3、协助管理者代表制定管理评审计划，并收集各部门提交的管理评审资料，参与管理评审会议，作好相关会议记录；管理评审输出资料的整理及输出事项的改善跟进；
4、负责协助体系品质经理对新客户的准入审核，包括客户审核前期自评表的填写，资料的前期准备，对客人开出的不符合项报告的整改回复；参与客户各管理体系年度审核，
5、负责主导第三方审核事项，对外审不符合项报告的整改回复
任职资格 
1.资历水平：大专或同等学历以上文化，三年以上汽车/汽车零配件行业体系
2.素质要求：
a) 培训: 接受过ISO的系统培训，可持续发展管理体系培训，并获得内审员资格证书；
b) 技能: 熟悉可持续发展体系，要有新体系导入及查核，策划内审、外审，主导做PPT培训体系。
会简单的英语。",深圳,宝安,深圳壹连科技股份有限公司,民营,1000-9999人,新能源汽车,汽车行业质量管理体系,16949
RSCI认证咨询师,全职,10,3-5年,本科,2.1,1.5,2.7,"职位描述企业社会责任管理体系可持续发展可持续发展管理汽车研发/制造新能源汽车汽车零部件咨询服务企业服务一、岗位职责
 深入理解 RSCI 标准和要求，为客户提供专业的咨询服务，包括但不限于供应链评估、改进方案制定、认证辅导等。     协助客户完成 RSCI 的注册流程，确保客户准确理解并遵守相关原则和要求。   指导客户进行自评工作，对自评报告进行审核和分析，提出改进建议。   与第三方审核机构合作，协调现场审核工作，确保审核过程的顺利进行。   根据客户的具体情况，制定个性化的 RSCI 实施计划和策略，帮助客户提升供应链的可持续发展能力。     分析客户供应链中存在的问题和风险，制定针对性的解决方案。   为客户提供培训和指导，提高客户团队对 RSCI 的认识和理解，建立管理体系，确保实施计划的有效执行。   跟踪和评估客户的 RSCI 实施效果，及时调整咨询方案，确保客户能够持续满足 RSCI 的标准和要求。     定期对客户的供应链进行评估和监测，分析实施效果，提供评估报告。   根据评估结果，与客户共同制定改进措施，推动客户供应链的不断优化。   与汽车行业的相关企业、协会和机构保持良好的沟通和合作关系，了解行业动态和最新政策，为客户提供及时的信息和建议。     参加行业会议、研讨会和培训活动，分享经验和见解，提升公司的行业影响力。   与其他咨询机构和专家进行交流和合作，不断提升自身的专业水平。  
二、任职要求
 教育背景：本科及以上学历，汽车工程、供应链管理、环境科学、工商管理等相关专业优先。 工作经验：具有 3 年以上汽车行业或供应链管理相关工作经验，有 RSCI 咨询或认证经验者优先。 专业技能：     熟悉汽车供应链的运作流程和管理模式，了解 RSCI 的标准和要求。   具备较强的数据分析和问题解决能力，能够准确分析供应链中的问题并提出解决方案。   拥有良好的沟通和协调能力，能够与客户、第三方审核机构和其他相关方进行有效的沟通和合作。   熟练使用办公软件和数据分析工具，具备良好的报告撰写能力。   个人素质：     具备高度的责任心和敬业精神，能够承受工作压力，愿意接受出差和加班。   具有良好的团队合作精神，能够与团队成员共同完成项目任务。   学习能力强，能够快速掌握新知识和新技能，不断提升自身的专业水平。  
三、福利待遇
 具有竞争力的薪资待遇和绩效奖金，根据个人能力和业绩表现进行调整。 完善的福利体系，包括五险一金、带薪年假、病假、婚假、产假等法定福利，以及节日福利、定期体检、团队活动等公司福利。 广阔的职业发展空间，公司为员工提供丰富的培训和晋升机会，帮助员工实现个人职业目标。 良好的工作环境和团队氛围，公司注重员工的工作体验和团队建设，为员工提供舒适的工作环境和积极向上的团队氛围。",深圳,龙岗,深圳市肯达信企业管理顾问有限公司,民营,100-299人,咨询服务,企业社会责任管理体系,可持续发展
ESG助理咨询顾问-广州,全职,1,1年以下,本科,0.9,0.8,1,"职位描述ESG/CSR咨询可持续发展 
岗位职责：
 
1. 协助项目负责人完成企业社会责任相关的咨询项目的规划、管理、执行、评估、报告撰写、资源对接等工作；
 
2. 参与咨询项目的实施，如实地调研、访谈等；
 
3. 为项目设计传播方案及相关文案，帮助企业社会责任影响力提升；
 
4. 参与客户的日常工作沟通，撰写会议纪要；
 
5. 参与客户日常项目管理，确保项目按照预期目标开展；
 
6. 完成客户委托的各项工作。
 
 
岗位要求：
 
1、本科学历或以上，环境/金融/经济/管理等相关专业优先；
 
2、有ESG/环境管理/可持续发展/企业社会责任咨询工作经验优先；
 
3、较强的逻辑分析、信息处理和数据分析能力；
 
4、较强的快速学习能力与工作主动性；
 
5、较强的中英文写作能力与表达能力；
 
6、良好的团队沟通与合作能力；
 
7、工作严谨、细致，能适应多任务并行，接受出差；
 
8、熟练使用 Word/Excel/Power Point 等办公软件。
 
职位福利：弹性工作、五险一金、带薪年假、定期体检、补充医疗保险、周末双休、绩效奖金、年度调薪 
 
职位亮点：资深企业社会责任咨询公司",广州,天河,北京商道纵横信息科技有限责任公司,股份制企业,100-299人,咨询服务,ESG/CSR咨询,可持续发展
战略研究岗（可持续发展/气候变化）,全职,1,10年以上,本科,2.75,2.5,3,"职位描述战略研究可持续发展气候变化1.组织或独立开展气候变化与可持续发展相关领域的创新战略研究，形成专业性的行业研究报告及工作建议； 
2.组织实施并参与中欧国际合作研究项目； 
3.持续关注国际智库、国际组织、咨询机构的相关研究成果，组织形成专业化的总结报告； 
4.撰写相关中英文报告、领导汇报材料等； 
5.协助投资部门和国际合作部门参与实施国际合作项目，举办国际合作活动等； 
6.协助负责公司国际专家顾问库的管理和维护； 
7.完成领导交办的其他工作。",上海,虹口,北京煜川企业管理发展有限公司,民营,20-99人,投资/融资,战略研究,可持续发展
基金会筹备组专员（可持续发展）,全职,1,1年以下,本科,0.975,0.866666667,1.083333333,"职位描述绿色发展筹备运营基金会社团/组织/社会保障【岗位职责】
1. 负责基金会筹备阶段各项准备工作；
2. 协助完成基金会年度计划和预算制定、项目规划等工作；
3. 协助基金会成立的统筹规划和执行管理工作；
4. 负责可持续发展方向相关政策及数据的收集、整理、分析等工作；
5. 负责基金会筹备工作组召开与维护、机构等级评估等工作。
6. 其他领导交办事务。
【任职要求】
1. 本科（含）及以上学历，基金会相关工作经验，有参与基金会成立筹备期经验者优先。
2. 具备较强的学习能力及学习意愿，善于主动沟通，具有较强的逻辑思维能力和分析能力，责任心强、具备团队合作精神。
3. 熟练使用办公软件，善于文案写作等文字整理工作；具备专业操作Excel和PPT文档的能力，英语可作为工作语言。",上海,闵行,上海长三角商业创新研究院,其它,20-99人,咨询服务,绿色发展,筹备运营
可持续发展服务项目经理（业务承揽岗-绿债、ESG、碳金融方向）,全职,1,1-3年,本科,2.4375,1.625,3.25,"职位描述绿色金融债券ESG业务承揽资产证券化环境与气候可持续发展CCER碳达峰碳中和投融资咨询  工作职责：  1、挖掘绿色金融类项目业务信息，包括但不限于：绿色债券、ABS认证，银行绿色信贷，ESG评价报告与咨询服务，碳达峰行动方案，温室气体清单，CCER项目开发，碳盘查业务，碳金融相关咨询等业务，完成业绩目标；  2、业务拓展，商务洽谈，参与招投标、谈判，合同签订等工作；  3、拓展及维护与银行、券商、各方中介机构、行业协会和政府单位的良好关系；  4、把控绿色金融项目进度，通过内外部沟通，推动项目顺利实施；  5、及时分析辖区业务情况，了解市场动向，关注行业相关法规和政策。  
  招聘要求：  1、经济、金融、环境、气候、能源、管理、法律、市场营销、可持续发展等相关专业本科及以上学历；  2、2年以上工作经验，券商、银行、环评、评级、可研、审计、租赁、政府单位、科研机构、NGO等工作背景优先；  3、热爱市场开拓工作，沟通能力强，乐观开朗，适应一定的出差频率，抗压能力强，较强的学习和分析判断能力；  4、较好的策划能力及对市场反应的敏锐能力，熟悉客户开发、管理等运作规则；  5、品行端正、诚实守信，具备团队合作精神和法律意识，有强烈的事业心和创新开拓精神。  
职位福利：项目提成、五险一金、交通补助、餐补、带薪年假、补充医疗保险、定期体检。",上海,浦东,中证鹏元资信评估股份有限公司,民营,300-499人,证券/期货,绿色金融,债券
碳排放管理 可持续发展专员,全职,1,1-3年,本科,1.458333333,1.166666667,1.75,"职位描述碳业务咨询碳排放核算碳资产开发碳资产管理可持续发展双碳环保工程设计新能源一、岗位职责
1、为企业提供“双碳”业务咨询服务；
2、帮助企业进行年度碳盘查和碳核算；
3、针对企业超排领域和环节，提出节能降碳计划和方案建议；
4、帮助企业制定“碳达峰碳中和”目标规划和路线图；
5、协助企业编制年度碳排放报告或碳信息披露文件；
6、协助企业做好供应链碳排放政策协同与管理；
7、产品碳足迹核算与认证（认证前期工作）；
8、低碳产品认证（认证前期工作）；
9、绿色工厂、绿色产品和绿色供应链认证（认证前期工作）。
 
二、任职要求
碳排放管理与碳资产管理业务是一项比较前沿的业务，是未来30年乃至40年都具有广阔前景的事业。要求有志从事“双碳”岗位工作的有识之士：
1、热爱“双碳”事业并有志从事该领域工作；
2、敢于挑战自我，善于学习，追求进步；
3、性格乐观向上，善于交流，善于沟通，善于交往；
4、具备能源、环境或者生态等专业知识基础；
5、具有“双碳”相关岗位一年以上工作经历或者有“双碳”相关专业知识技能培训并取得培训证书的，优先录用；
6、具备一定的文字材料写作基础，会制作PPT课件；
7、本科及以上学历。",上海,长宁,上海瑞格金属材料有限公司,民营,1000-9999人,金属制品业,碳业务咨询,碳排放核算
ESG实习生-上海,实习,1,1年以下,本科,0.297,0.264,0.33,"职位描述ESGCSR可持续发展IELTS/雅思TOEFL/托福岗位职责：  项目文件编辑翻译（中英互译）；  企业社会责任相关政策、活动和最新动态等信息的搜集和整理；  项目访谈调研资料整理与分析；  协助撰写项目报告、项目文件等；  参与其他与企业社会责任相关的咨询与研究工作。  
  
  岗位要求：     在读研究生或高年级本科生，熟悉CSR/可持续发展/ESG议题，有相关工作经验者优先；       优秀的逻辑分析能力、文字表达能力、沟通能力；       较强的英语读写能力；       需线下实习，实习期为至少三个月，保证至少每周三天到岗工作时间。",上海,浦东,北京商道纵横信息科技有限责任公司,股份制企业,100-299人,咨询服务,ESG,CSR
esg助理咨询顾问,全职,1,1-3年,本科,1.05,0.9,1.2,"职位描述ESG/CSR可持续发展绿色金融         岗位职责              负责搜集资料、分析数据，参与形成项目方案；    
参与撰写咨询报告初稿，形成咨询项目成果草案；    
参与同客户的日常工作沟通，撰写会议纪要；    
参与咨询项目的实施，如实地调研、访谈等；    
完成客户委托的各项工作。          
              岗位要求              本科学历及以上，社会学、经济管理、环境、传播等专业优先；    
1-2年左右CSR咨询领域工作经验，有ESG领域咨询经验优先；    
较强的逻辑分析、信息处理和数据分析能力；    
较强的中英文写作能力，优秀的英文表达能力；    
良好的沟通和团队合作意识、较强的逻辑思维能力；    
工作严谨，踏实细心耐心，能在压力下以积极心态工作；    
熟练使用 Word/Excel/Power Point 等办公软件。",上海,浦东,北京商道纵横信息科技有限责任公司,股份制企业,100-299人,咨询服务,ESG/CSR,可持续发展
可持续发展类 英文学术期刊助理编辑,全职,100,1年以下,硕士,1.25,1.1,1.4,"职位描述环境科学与工程能源利用区域经济发展可持续发展一、工作职责
1. 联系同行专家，组织稿件的同行评审；
2. 建立与期刊主编，编委成员，作者及审稿人之间的良好沟通；
3. 对稿件进行编排处理。
二、职位要求
1. 环境科学与工程，能源利用，区域经济发展，可持续发展，人文地理相关专业；
2. 硕士及以上学历；
3. 英语六级；
4. 熟练office办公软件；
5. 学习能力强，能适应公司高强度职业培训，例如：参加职业培训讲座和一对一导师培训管理。
三、工资待遇
1. 薪酬待遇：硕士11-12K，博士13-14K，丰厚的绩效奖金；
2. 五险一金，年度体检等各种福利；
3. 优秀员工提供海外交流和工作机会。
四、办公地点
天津市红桥区北马路170号天津陆家嘴金融广场A座7层
职位福利：五险一金、绩效奖金、带薪年假、弹性工作、定期体检",天津,红桥,曼迪匹艾(天津)科技服务有限公司,民营,1000-9999人,科学技术推广,环境科学与工程,能源利用
房地产支柱公司，可持续发展的销售工作,全职,1,1年以下,学历不限,1.5,1,2,"职位描述住宅房产商业房产办公房产新房二手房别墅五险一金住房补贴高提成带薪培训房地产中介房地产开发租赁服务职位描述住宅房产二手房新房
真诚招聘：不要求有多优秀，但必须有追求、有目标、做事认真有责任心、懂得感恩、不会可以教、只要肯学。
希望成为您新工作的首选：
理由一：每天9:30——19:00
理由二：收入多多、享受荣誉、自信
理由三：晋升空间大、开阔眼界、增长见识
理由四：底薪＋提成 收入无上限、多劳多得
理由五：经常获得鲜花与掌声
理由六：赛事多多，去各地旅游
理由七：节假日福利多多
底薪4000➕ 2000另外还有30-70的提成 奖金➕团建➕生日会➕旅游等
时间自由安排，事少，弹性工作时间，谈客户，聊业主，逛街遛狗随便你
不限学历，不限经验，只要你有一颗想赚钱的心，小白，宝妈，同行，应届生，外地刚来津者通通都可来应聘！",天津,河西,贝壳找房科技有限公司,上市公司,10000人以上,互联网,住宅房产,商业房产
支柱产业，可持续发展的销售工作,全职,1,1年以下,学历不限,1.5,1,2,"职位描述小学教育初中教育高中教育托管班培训机构在线教育平台面销/陌拜电话销售网络销售商业保险周末双休节日福利带薪培训年终奖金房地产中介新媒体新零售保障工作时长：上班时间：周一至周四9：30
下班时间：周一至周四夏令时--冬季下班不晚于18：30
（12月-2月冬令时）
各层级不得以任何理由强制下属加班。不含节假日，节假日按周末作息安排。门店值班人员自行安排，至少2人
经纪人零罚款：
各级管理层不得对A/M序列员工进行任何形式的罚款.押宝，
含所有涉及到金钱的处罚
保障休假权力：
1，可连休：员工每月度可选择一次调休2天至连休，需要提前1天申请（考勤系统提交调休）
2，保年假：年假有效期内，依照司龄保障对应年假休息天数，需提前30天进行申请。（考勤系统提交年假）
3，周末休：有子女员工，每月可选择1天周末调休，需要提前1天进行申请。（考勤系统提交调休）
4，哺乳假：有子女员工产后1年内，可自选晚上班或早下班一小时。
（考勤系统提交调休）
5，寒暑假：家中有幼儿园至高中阶段子女，每年寒假或暑假，可根据司龄时长享受2-10天寒暑假；该假可连休，也可分拆使用，多子女家庭不叠加。（考勤系统提交申诉）
贝壳币激励：
1，开单激励
2，量化激励
3，新人定向支持
4，高潜定向支持
荣誉激励：
1，荣誉宴
2，荣誉出游
3，荣誉墙展示
团建激励：月度一次团建，季度一次大团建
带教：1大A+1M+1S辅助1人成长
自媒体拓展：抖音蓝V账号绑定个人IP，高质量作品 支持投入dou+
合伙人
（分享门店经营利润）：
1，绩优伙伴可申请加入MP（门店合伙人）
2，绩优伙伴可申请加入SPI（裂变门店合伙人）",天津,河西,贝壳找房科技有限公司,上市公司,10000人以上,互联网,小学教育,初中教育
"Project Officer, Sustainable Finance",全职,1,3-5年,本科,2.25,2,2.5,"职位描述环境可持续发展咨询ROLE SUMMARY
 
·         Conduct research on sustainable finance practices and trends, analyze data, and develop recommendations for integrating sustainable finance principles into the organization decision-making processes.
 
·         Conduct verifications of financial products or services to ensure compliance with widely recognized sustainable finance principles and guidance in the market.
 
·         Provide technical advisory on sustainability standards and principles, including the requirements and guidelines of various sustainability certifications and labels.
 
 
 
 
 
RESPONSIBILITES
 
·         Engage with new and prospective clients to identify and develop solutions to manage client’s sustainability needs, to expand and develop new business with existing and prospective clients. 
 
·         Liaise with banks and financial institutes on sustainable finance consultancy projects in Asia Pacific region.
 
·         Liaise with clients, manage client relationships on green and sustainable finance verification projects in China and Hong Kong. 
 
·         Provide guidance and advice to issuers, investors, and other stakeholders on sustainable finance best practices.
 
·         Assist business development and marketing team to expand sustainable finance verification business in China and Hong Kong.
 
·         Report to Project Manager to account for above responsibilities including project progress and milestones achievement.
 
 
 
 
 
PROFILE (Education/experience/Skill/Certifications, etc)
 
·         Degree or equivalent in Environmental Studies (environmental engineering, science, or management), or other relevant disciplines.
 
·         A minimum of 3 years of solid relevant experience in ESG or sustainability consulting, assurance, carbon auditing, or sustainability finance verification. 
 
·         Highly skilled in creation of briefing materials, report writing and preparation of presentations.
 
 
 
 
 
KEY COMPETENCIES
 
·         Have a deep understanding of sustainable finance principles and standards.
 
·         Demonstrate successful experience in working with corporate clients.
 
·         Candidate must be a motivated, independent individuals with initiative, who can work autonomously and committed in delivering the highest quality services to our clients.
 
·         Strong project planning skills with the ability to work of multiple projects and initiatives involving multiple senior stakeholders.
 
·         Ability to comprehend, analyze, interpret, and respond effectively to sensitive issues as related to sustainability.
 
·         Willingness to undertake occasional business travel.
 
·         Fluency in spoken and written English and Chinese (Cantonese or Mandarin).
 
 
 
 
 
 
 
KPI FOR SUCCESS
 
·         Ability to build and maintain relationships, to understand client needs and deliver services to meet their expectations.
 
·         Quality of verifications, including the accuracy and completeness of verification reports, and the consistency of verification processes.
 
·         Time taken to complete a project, from initiation to final report delivery.
 
·         Ability to assess and manage sustainability risks associated with financial products and services, and to provide guidance on risk management strategies.",香港,香港,SGS,合资,10000人以上,检测/认证,环境,可持续发展
"Senior Project Manager, Sustainability",全职,1,10年以上,本科,4,3.5,4.5,"职位描述能源咨询环保咨询可持续发展碳足迹可持续性报告ESGROLE SUMMARY
 
·         Lead and manage project in the areas of Sustainability / ESG management consulting, reporting services, sustainable finance verification business, and decarbonization advisory services. 
 
·         Lead and support the team in implementing projects, particularly through data collection and analysis, benchmarking and research, stakeholder engagement, materiality assessment, report writing, presentation writing, and proposal writing on a wide range of sustainability topics.
 
 
 
 
 
RESPONSIBILITES
 
·         Liaise with clients, build relationships with C-Suite at key accounts and Asia Pacific Region to advise on decarbonization strategy and influence decision making.
 
·         Provide insights to enhance clients’ ESG performance and quality and assist clients achieve long term sustainability and energy reduction targets.
 
·         Liaise with clients, manage client relationships on projects in China and Hong Kong.
 
·         Guide and support team members on consulting projects including reporting, strategy, research, supply chain and other sustainability consultancy works.
 
·         Maintaining a high profile externally and through membership and participation (i.e., technical presentations and speeches) in industry functions, and support relevant public events hosted by SGS China and SGS Hong Kong. 
 
·         Assist business development and marketing team to expand the Sustainability / ESG market in China and Hong Kong.
 
·         Report to Deputy Director to account for above responsibilities including project progress, milestones achievement, and financial performance.
 
 
 
 
 
PROFILE (Education/experience/Skill/Certifications, etc)
 
·         Degree or equivalent in Environmental Studies (environmental engineering, science, or management), or other relevant disciplines.
 
·         A minimum of 10 years of solid relevant experience in ESG or sustainability consulting, assurance, carbon auditing, sustainability reporting and/or other relevant project management with a track record of delivering practical solutions to clients on sustainability improvements in their business; candidates with less experience in a related field may be considered for the position of Sustainability Manager.
 
·         Demonstrable knowledge in ESG and sustainability reporting standards and frameworks (including HKEX requirements, GRI Standards, TCFD framework), principles and guidance of sustainable finance (including Green Bond Principles, Green Loan Principles, Sustainability Linked Loan Principles), different accounting tools for managing greenhouse gas emissions, is an advantage.
 
 
 
 
 
KEY COMPETENCIES
 
·         In depth understanding towards different sustainability rating mechanism in the market. 
 
·         Demonstrate successful experience in working with corporate clients.
 
·         Candidate must be a motivated, independent individuals with initiative, who can work autonomously and committed in delivering the highest quality services to our clients.
 
·         Strong project planning skills with the ability to work of multiple projects and initiatives involving multiple senior stakeholders.
 
·         Ability to comprehend, analyze, interpret, and respond effectively to sensitive issues as related to sustainability.
 
·         Willingness to undertake occasional business travel.
 
·         Fluency in spoken and written English and Chinese (Cantonese or Mandarin).
 
 
 
 
 
 
 
KPI FOR SUCCESS
 
·         Achieve defined revenue and profit targets in the areas of Sustainability / ESG management consulting, reporting services, sustainable finance verification business, and decarbonization advisory services.
 
·         Ability to build and maintain relationships, to understand client needs and deliver services to meet their expectations.
 
·         Demonstrate effective team management and people development.",香港,香港,SGS,合资,10000人以上,检测/认证,能源咨询,环保咨询
"Project Specialist, Sustainability",全职,1,3-5年,本科,2.3,2,2.6,"职位描述环境碳足迹可持续发展生命周期评估温室气体排放ROLE SUMMARY
 
·         Lead and manage projects associated with greenhouse gas emission assessment, product life-cycle assessment, carbon footprints verification and assurance, emissions targets setting and decarbonization, carbon offset and neutrality.
 
·         Support our clients in the development of the decarbonization strategy and roadmap in line with their organizational targets (Scope 1, Scope 2, Scope 3 emissions reduction).
 
·         Lead strategic analysis including data gathering, identifying, and supporting solution development, and conducting business analyses with effective project management.
 
 
 
 
 
RESPONSIBILITES
 
·         Offer environmental and climate change advisory to clients, and deliver corresponding advisory services to measure, audit, and manage greenhouse gas emissions, improve energy efficiency and sustainability performance. 
 
·         Engage with new and prospective clients to identify and develop solutions to manage client's sustainability needs.
 
·         Maintaining a high profile externally and through membership and participation (i.e., Trade Associations / Industry Associations / NGO) in industry functions, and support relevant public events hosted by SGS China and SGS Hong Kong. 
 
·         Liaise with clients, manage client relationships on advisory projects in Asia Pacific Region
 
·         Assist business development and marketing team to expand the technical advisory service in China and Hong Kong.
 
·         Report to Project Manager to account for above responsibilities including project progress and milestones achievement.
 
 
 
 
 
 
 
PROFILE (Education/experience/Skill/Certifications, etc)
 
·         Degree or equivalent in Environmental Studies (environmental engineering, science, or management), or other relevant disciplines.
 
·         A minimum of 3 years of solid relevant experience in greenhouse gas emission assessment, product life-cycle assessment, carbon footprints verification and assurance.
 
·         Highly skilled in creation of briefing materials, report writing and preparation of presentations.
 
 
 
 
 
KEY COMPETENCIES
 
·         Strong awareness of sustainability topics and relevant experience in improving the environmental footprint.
 
·         Demonstrate successful experience in working with corporate clients.
 
·         Candidate must be a motivated, independent individuals with initiative, who can work autonomously and committed in delivering the highest quality services to our clients.
 
·         Strong project planning skills with the ability to work of multiple projects and initiatives involving multiple senior stakeholders.
 
·         Ability to comprehend, analyze, interpret, and respond effectively to sensitive issues as related to sustainability.
 
·         Willingness to undertake occasional business travel.
 
·         Fluency in spoken and written English and Chinese (Cantonese or Mandarin).
 
 
 
 
 
 
 
KPI FOR SUCCESS
 
·         Ability to build and maintain relationships, to understand client needs and deliver services to meet their expectations.
 
·         Quality of verifications, including the accuracy and completeness of verification reports, and the consistency of verification processes.
 
·         Time taken to complete a project, from initiation to final report delivery.",香港,香港,SGS,合资,10000人以上,检测/认证,环境,碳足迹
绿色金融数据分析实习生,实习,1,1年以下,硕士,0.264,0.22,0.308,"职位描述实习证明数据分析模型设计SPSS金融数据分析  工作职责：  1.负责公司ESG评级相关产品数据加工处理及模型的研发；  2.负责数据库的建设与管理工作；  3.负责数据信息的清洗、转换与各类统计；  4.负责ESG评级模型开发，包括数据准备、特征工程，建模及数据分析、模型的选取与圈定、模型验证工作；  5.负责完成领导分配的其他任务。  任职要求  1.计算机应用、统计学或其他数据分析模型相关专业在校研一、研二生；有基金管理、数据建模相关实习经验的优先；  2.拥有模型设计和语言编程经验的优先；  3.熟知统计分析及查询相关软件及工具：SPSS、SAS、SQL等；  4.熟悉常见的统计模型和计量模型。 
职位福利：餐补",北京,丰台,东方金诚信用管理(北京)有限公司,国企,20-99人,证券/期货,模型设计,SPSS
